,epoch,loss,accuracy,val_loss,val_accuracy
0,0,0.0251225046813488,0.4572984278202057,0.016878806054592133,0.49794477224349976
1,1,0.016950977966189384,0.5241743922233582,0.015240560285747051,0.529250979423523
2,2,0.014582027681171894,0.6067186594009399,0.01323013100773096,0.6280382871627808
3,3,0.013124780729413033,0.6387504935264587,0.01244964636862278,0.6163417100906372
4,4,0.012372059747576714,0.6517794728279114,0.01194568071514368,0.6545313000679016
5,5,0.01181957870721817,0.6594845056533813,0.011839746497571468,0.6618671417236328
6,6,0.011585474945604801,0.6627247333526611,0.011154445819556713,0.6848759651184082
7,7,0.011240513063967228,0.6666563749313354,0.011725327000021935,0.6927893161773682
8,8,0.011060869321227074,0.6717187166213989,0.010765868239104748,0.6486829519271851
9,9,0.01101777981966734,0.6684919595718384,0.011384524405002594,0.6532005071640015
10,10,0.010710202157497406,0.6737380027770996,0.01052696630358696,0.6391643285751343
11,11,0.010648834519088268,0.6735152006149292,0.010571550577878952,0.682289183139801
12,12,0.01049801241606474,0.6742352247238159,0.01047162339091301,0.6612659692764282
13,13,0.010419221594929695,0.6746261119842529,0.01054225955158472,0.6228967905044556
14,14,0.010074752382934093,0.6789805293083191,0.010305834002792835,0.6733859777450562
15,15,0.010001354850828648,0.6796954870223999,0.010016036219894886,0.6859739422798157
16,16,0.009914254769682884,0.6809730529785156,0.009947186335921288,0.6824365854263306
17,17,0.009817896410822868,0.6801016926765442,0.010374519042670727,0.645255446434021
18,18,0.00972294807434082,0.6810246109962463,0.010215861722826958,0.7025413513183594
19,19,0.00949147343635559,0.6824783086776733,0.009863634593784809,0.6925361156463623
20,20,0.00942982267588377,0.6824938058853149,0.009587066248059273,0.6822922825813293
21,21,0.009350065141916275,0.6817253232002258,0.00996310543268919,0.6582821011543274
22,22,0.009301030077040195,0.6837038397789001,0.009643862955272198,0.6366105079650879
23,23,0.009233050048351288,0.6840135455131531,0.00984037946909666,0.6619235873222351
24,24,0.009070442989468575,0.684571385383606,0.009401744231581688,0.6564938426017761
25,25,0.00900714099407196,0.685350239276886,0.00938161090016365,0.6788796186447144
26,26,0.008975670672953129,0.6844320297241211,0.009530235081911087,0.6990446448326111
27,27,0.008915364742279053,0.6848244667053223,0.009384303353726864,0.6861046552658081
28,28,0.00879802368581295,0.6867096424102783,0.009327439591288567,0.6947357058525085
29,29,0.008756313472986221,0.6858383417129517,0.009248773567378521,0.6887955665588379
