,epoch,loss,accuracy,val_loss,val_accuracy
0,0,0.6535103917121887,0.3122672140598297,6.085416316986084,0.38587477803230286
1,1,0.5580725073814392,0.4445914328098297,2.306818723678589,0.3350001871585846
2,2,0.5436104536056519,0.482479989528656,0.6629390716552734,0.3676275610923767
3,3,0.5369698405265808,0.5098354816436768,0.6159113049507141,0.35837510228157043
4,4,0.5313943028450012,0.5283867120742798,0.6124047040939331,0.44703128933906555
5,5,0.5283185839653015,0.5371577739715576,0.5888474583625793,0.46202367544174194
6,6,0.5252053737640381,0.5326898097991943,0.5611509680747986,0.507565975189209
7,7,0.5199214220046997,0.5417299270629883,0.561791718006134,0.5002481937408447
8,8,0.5152422189712524,0.5338541865348816,0.567453145980835,0.5163207054138184
9,9,0.5130040049552917,0.5451107621192932,0.5549570322036743,0.521522045135498
10,10,0.5080928802490234,0.54185950756073,0.5454362630844116,0.5047805905342102
11,11,0.5050153136253357,0.5411249399185181,0.5353859663009644,0.5665829181671143
12,12,0.5020040273666382,0.5491379499435425,0.5309159159660339,0.5615374445915222
13,13,0.5002335906028748,0.5516420602798462,0.5157470107078552,0.5451030731201172
14,14,0.4996742010116577,0.5480324625968933,0.5022759437561035,0.5212757587432861
15,15,0.4944038987159729,0.5710907578468323,0.5069007873535156,0.5406527519226074
16,16,0.49192243814468384,0.6016786694526672,0.4961514174938202,0.59779292345047
17,17,0.48939505219459534,0.6154652833938599,0.49748408794403076,0.596717894077301
18,18,0.48873665928840637,0.6198636293411255,0.4839828610420227,0.6199116110801697
19,19,0.48589402437210083,0.6268821358680725,0.48278453946113586,0.6205505132675171
20,20,0.48453930020332336,0.6291214227676392,0.4827122390270233,0.5909692049026489
21,21,0.48568910360336304,0.6290823221206665,0.4839043915271759,0.6343140602111816
22,22,0.4826253652572632,0.6398626565933228,0.480685830116272,0.6476956009864807
23,23,0.4812554717063904,0.6505407094955444,0.4770967364311218,0.6640797257423401
24,24,0.4806623160839081,0.6543669104576111,0.4767424762248993,0.6624429225921631
25,25,0.4797341525554657,0.6605992913246155,0.47623175382614136,0.6483145952224731
26,26,0.4800497889518738,0.6607528328895569,0.47914519906044006,0.6752567291259766
27,27,0.47951140999794006,0.6622950434684753,0.47516560554504395,0.6714414358139038
28,28,0.47816869616508484,0.6660521030426025,0.47709059715270996,0.6421017050743103
29,29,0.47826728224754333,0.6676973104476929,0.477043479681015,0.6373850107192993
30,30,0.4778842329978943,0.6674334406852722,0.47282329201698303,0.6881157159805298
31,31,0.4773649573326111,0.6708413362503052,0.47249504923820496,0.6762381792068481
32,32,0.4767341911792755,0.6790736317634583,0.4722203314304352,0.6811233758926392
33,33,0.47673332691192627,0.676889181137085,0.4713060259819031,0.6931260228157043
34,34,0.47592514753341675,0.6788487434387207,0.4709537625312805,0.6994271278381348
35,35,0.47568225860595703,0.6834247708320618,0.4727833867073059,0.694791316986084
36,36,0.47578752040863037,0.6827647686004639,0.4719714820384979,0.702491819858551
37,37,0.47579532861709595,0.6806632280349731,0.4707790017127991,0.7061050534248352
38,38,0.4752694070339203,0.6836439967155457,0.47134870290756226,0.6996908783912659
39,39,0.47499319911003113,0.6817612051963806,0.4729940891265869,0.7032212018966675
40,40,0.4752359390258789,0.6842814087867737,0.4711677134037018,0.7034412026405334
41,41,0.4745374023914337,0.6850677728652954,0.4695605933666229,0.6836149096488953
42,42,0.4741877019405365,0.6826162338256836,0.4691838026046753,0.682828426361084
43,43,0.4740316569805145,0.6878125071525574,0.4703362286090851,0.7018479108810425
44,44,0.4746389091014862,0.6890296339988708,0.46943023800849915,0.7004502415657043
45,45,0.47406110167503357,0.6911579966545105,0.4687592387199402,0.7032611966133118
46,46,0.473640501499176,0.6927960515022278,0.4685787558555603,0.7109778523445129
47,47,0.47348183393478394,0.6909826397895813,0.4681248366832733,0.6962193846702576
48,48,0.47307202219963074,0.6952652335166931,0.4686153531074524,0.7046052813529968
49,49,0.47286364436149597,0.6919390559196472,0.46768826246261597,0.7060973048210144
50,50,0.47358617186546326,0.6894429922103882,0.46885576844215393,0.6849347352981567
51,51,0.47305744886398315,0.6965997219085693,0.4683232009410858,0.7124815583229065
52,52,0.47287580370903015,0.6922252774238586,0.4678995609283447,0.7231760025024414
53,53,0.4724903404712677,0.694839358329773,0.4681766629219055,0.7074886560440063
54,54,0.4725380539894104,0.6963111162185669,0.4678736627101898,0.7156385183334351
55,55,0.47268033027648926,0.6966821551322937,0.4673372209072113,0.7200167775154114
56,56,0.47223159670829773,0.6962515711784363,0.467324823141098,0.7055343389511108
57,57,0.47206395864486694,0.6949161887168884,0.46723124384880066,0.6973912715911865
58,58,0.47166872024536133,0.6977567672729492,0.46708813309669495,0.7164161801338196
