,epoch,loss,accuracy,val_loss,val_accuracy
0,0,0.023367494344711304,0.49328362941741943,0.016490347683429718,0.5154035091400146
1,1,0.015667730942368507,0.5851500630378723,0.013824442401528358,0.6511064171791077
2,2,0.013369684107601643,0.640526533126831,0.012887084856629372,0.6515273451805115
3,3,0.01246502622961998,0.6528916358947754,0.011820157058537006,0.6684372425079346
4,4,0.012024568393826485,0.6591371297836304,0.011797166429460049,0.6818543076515198
5,5,0.011704702861607075,0.6651605367660522,0.011846834793686867,0.6734982132911682
6,6,0.011472570709884167,0.6687694787979126,0.011240849271416664,0.6847164034843445
7,7,0.011237717233598232,0.6723526120185852,0.011699783615767956,0.6501163840293884
8,8,0.0109339514747262,0.675538957118988,0.010655316524207592,0.6962817311286926
9,9,0.01086987555027008,0.6714929938316345,0.010515929199755192,0.6750358939170837
10,10,0.010605373419821262,0.6757736206054688,0.010629699565470219,0.6972236633300781
11,11,0.010544504038989544,0.6749193072319031,0.01058325543999672,0.6717920899391174
12,12,0.010336240753531456,0.6772283911705017,0.010550742968916893,0.6975519061088562
13,13,0.010024002753198147,0.6812776923179626,0.010007001459598541,0.6814855337142944
14,14,0.009914814494550228,0.6806158423423767,0.009871209040284157,0.6776189804077148
15,15,0.009819001890718937,0.6808419823646545,0.009965897537767887,0.6572162508964539
16,16,0.009695600718259811,0.6834917664527893,0.009892935864627361,0.6981889605522156
17,17,0.009642519988119602,0.6812273263931274,0.010004174895584583,0.702488124370575
18,18,0.009399304166436195,0.6842954158782959,0.00985452625900507,0.661578357219696
19,19,0.009323878213763237,0.6847890019416809,0.009471655823290348,0.6930869817733765
20,20,0.009265800006687641,0.684532105922699,0.009447001852095127,0.6990774273872375
21,21,0.009204736910760403,0.6847496032714844,0.009484444744884968,0.6982477307319641
22,22,0.009166575968265533,0.6849316954612732,0.009422601200640202,0.6827530264854431
23,23,0.008977101184427738,0.686786413192749,0.009534060023725033,0.7149288058280945
24,24,0.008931241929531097,0.6874207854270935,0.009395732544362545,0.6760113835334778
25,25,0.008870349265635014,0.6873810291290283,0.009263060986995697,0.6626618504524231
26,26,0.008850384503602982,0.6877877116203308,0.009328040294349194,0.6490596532821655
27,27,0.00882118009030819,0.687687337398529,0.009184639900922775,0.6877560615539551
28,28,0.008791819214820862,0.6869285106658936,0.009244043380022049,0.677176296710968
29,29,0.008625797927379608,0.6894189119338989,0.009134809486567974,0.6897635459899902
