,epoch,loss,accuracy,val_loss,val_accuracy
0,0,0.025302717462182045,0.4728390574455261,0.018243614584207535,0.507270336151123
1,1,0.016388487070798874,0.5814576148986816,0.015895532444119453,0.6609131097793579
2,2,0.013834290206432343,0.6445156335830688,0.012861383147537708,0.6741601824760437
3,3,0.013009577058255672,0.660769522190094,0.013830945827066898,0.6816610097885132
4,4,0.012420880608260632,0.6669979095458984,0.01191354263573885,0.6466246247291565
5,5,0.011962383054196835,0.6694627404212952,0.011796701699495316,0.6922893524169922
6,6,0.011662706732749939,0.6722240447998047,0.011566836386919022,0.6988392472267151
7,7,0.011445178650319576,0.6746170520782471,0.011335364542901516,0.6868364214897156
8,8,0.011227075941860676,0.6753788590431213,0.01180280651897192,0.6261579990386963
9,9,0.011033446528017521,0.6777644157409668,0.01090434193611145,0.6477307081222534
10,10,0.010921059176325798,0.6794564723968506,0.012783029116690159,0.6892992854118347
11,11,0.010829605162143707,0.6799890995025635,0.010811962187290192,0.665101945400238
12,12,0.010618659667670727,0.6800585389137268,0.010802451521158218,0.6900084614753723
13,13,0.010514971800148487,0.6829229593276978,0.010818222537636757,0.6711863279342651
14,14,0.010369887575507164,0.6813234090805054,0.010736999101936817,0.715328574180603
15,15,0.010277698747813702,0.6834757924079895,0.010438908822834492,0.7112287282943726
16,16,0.010177024640142918,0.681968092918396,0.010380136780440807,0.654813289642334
17,17,0.010077010840177536,0.6839905381202698,0.010233231820166111,0.679937481880188
18,18,0.010036946274340153,0.6835922002792358,0.010395879857242107,0.6670794486999512
19,19,0.009891686961054802,0.6813278794288635,0.0107384342700243,0.6201146841049194
20,20,0.009804977104067802,0.6824144721031189,0.010119795799255371,0.6318508982658386
21,21,0.009719476103782654,0.6842747926712036,0.01000825222581625,0.711501955986023
22,22,0.009671800769865513,0.6825429201126099,0.010039876215159893,0.685458779335022
23,23,0.009666482917964458,0.6832958459854126,0.009953337721526623,0.7008405327796936
24,24,0.009472306817770004,0.6852647066116333,0.009917483665049076,0.6713523268699646
25,25,0.009242471307516098,0.6867074370384216,0.010042168200016022,0.6543083190917969
26,26,0.00924033671617508,0.6865758895874023,0.00971959438174963,0.6714404821395874
27,27,0.009161252528429031,0.6874088048934937,0.009854409843683243,0.6549504399299622
28,28,0.009103505872189999,0.686907172203064,0.009624467231333256,0.661572277545929
29,29,0.009095410816371441,0.6874255537986755,0.00980632845312357,0.6667696833610535
30,30,0.008848135359585285,0.6894539594650269,0.00956497248262167,0.6795863509178162
31,31,0.008835168555378914,0.6894803047180176,0.009500175714492798,0.7110222578048706
32,32,0.008811134845018387,0.6889445185661316,0.009644859470427036,0.6620404720306396
33,33,0.008738817647099495,0.6902649998664856,0.0094751613214612,0.6988635063171387
34,34,0.008592051453888416,0.6901888847351074,0.009558619000017643,0.6565003395080566
35,35,0.0085675660520792,0.6913357973098755,0.009364329278469086,0.7076427936553955
36,36,0.008520327508449554,0.6899375915527344,0.009341179393231869,0.6761997938156128
37,37,0.008509784936904907,0.6910384297370911,0.009281819686293602,0.6770943999290466
38,38,0.00848633423447609,0.6902478933334351,0.009337711147964,0.7174117565155029
39,39,0.00835993979126215,0.6929150819778442,0.009221848100423813,0.6865999102592468
40,40,0.00834293570369482,0.6915688514709473,0.009224850684404373,0.7082342505455017
41,41,0.008328133262693882,0.6926934123039246,0.009224590845406055,0.7091867923736572
